Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
27,7,3,3.23641304347826,6.56551724137931,1,4,29,27,2.23529411764706,6.11881188118812,6,1,0.8903111,29,5
10,5,1,6.49038461538461,5.19565217391304,4,3,33,10,6.12037037037037,5.85294117647059,9,1,1.22414,33,9
19,3,3,4.44230769230769,4.45714285714286,2,2,36,19,4.89814814814815,4.66666666666667,1,1,0.60547,36,5
31,3,3,5.17857142857143,3.25,3,1,5,31,5.45098039215686,2.90196078431373,NaN,1,2.133005,5,5
15,3,3,5.18620689655172,3.26896551724138,3,1,18,15,5.2037037037037,2.88235294117647,3,1,0.7403871,18,3
16,3,3,3.25,3.24728260869565,1,1,4,16,3.55882352941176,4.22222222222222,1,1,0.664615,4,3
6,1,3,6.82758620689655,5.19285714285714,4,3,24,6,6.31372549019608,4.83333333333333,9,1,0.4506592,24,7
4,3,2,3.25,3.25,1,1,4,31,3.55882352941176,2.90196078431373,1,1,0.4034264,31,3
12,1,2,1.82068965517241,6.62228260869565,0,4,12,25,2.13725490196078,6.24752475247525,1,1,1.278463,25,8
22,1,2,1,1.51724137931034,0,0,22,35,1.25490196078431,1.40196078431373,1,1,0.732092,35,1
14,3,2,4.46206896551724,1.58423913043478,2,0,14,13,4.21782178217822,2.00980392156863,1,1,0.4740215,13,1
26,7,1,5.17857142857143,6.58967391304348,3,4,17,26,4.98039215686275,6.41176470588235,3,1,0.5146604,17,3
3,9,2,6.49728260869565,3.24728260869565,4,1,3,16,6.32352941176471,4.22222222222222,1,1,0.5496301,16,3
19,3,1,1.82068965517241,4.45714285714286,0,2,30,19,1.67326732673267,4.66666666666667,1,1,0.3360279,30,1
17,3,2,5.17857142857143,3.26896551724138,3,1,17,15,4.98039215686275,2.88235294117647,1,1,0.465207,15,3
10,5,3,1.82068965517241,5.19565217391304,0,3,30,10,1.67326732673267,5.85294117647059,NaN,1,2.755651,30,1
9,3,1,4.44230769230769,3.25271739130435,2,1,36,9,4.89814814814815,3.54455445544554,5,1,1.472711,36,5
34,9,3,5.2,6.50961538461539,3,4,11,34,5.94059405940594,6.1078431372549,7,1,1.32455,11,6
6,1,1,3.24184782608696,5.19285714285714,1,3,28,6,4.03703703703704,4.83333333333333,3,1,1.637782,28,3
35,1,1,1.45714285714286,1.51724137931034,0,0,20,35,1.97058823529412,1.40196078431373,1,1,0.6310281,20,1
1,9,1,6.64423076923077,5.19310344827586,4,3,23,1,6.37623762376238,5.33333333333333,9,1,0.9962086,23,7
27,7,1,6.82758620689655,6.56551724137931,4,4,24,27,6.31372549019608,6.11881188118812,9,1,0.8389384,24,7
1,9,3,1,5.19310344827586,0,3,22,1,1.25490196078431,5.33333333333333,3,1,1.349087,22,1
16,3,1,5.17857142857143,3.24728260869565,3,1,5,16,5.45098039215686,4.22222222222222,NaN,1,2.657999,5,5
20,1,2,1.45714285714286,5.19310344827586,0,3,20,1,1.97058823529412,5.33333333333333,7,1,0.8629516,1,9
30,1,2,1.82068965517241,3.25271739130435,0,1,30,9,1.67326732673267,3.54455445544554,3,1,1.085123,9,3
15,3,1,4.46206896551724,3.26896551724138,2,1,14,15,4.21782178217822,2.88235294117647,3,1,0.9246281,14,3
23,7,2,6.64423076923077,4.45,4,2,23,2,6.37623762376238,4.75247524752475,5,1,0.6271811,2,5
21,1,1,3.25,1.44285714285714,1,0,4,21,3.55882352941176,1.3921568627451,2,1,1.107055,4,3
34,9,1,1.82068965517241,6.50961538461539,0,4,12,34,2.13725490196078,6.1078431372549,1,1,0.1813915,12,1
29,5,2,3.23641304347826,5.19285714285714,1,3,29,6,2.23529411764706,4.83333333333333,1,1,0.4402735,6,1
25,8,3,3.26206896551724,6.62228260869565,1,4,7,25,4.05882352941176,6.24752475247525,NaN,1,0.05227995,7,3
21,1,3,6.49728260869565,1.44285714285714,4,0,3,21,6.32352941176471,1.3921568627451,1,1,1.952211,3,9
9,3,3,6.49038461538461,3.25271739130435,4,1,33,9,6.12037037037037,3.54455445544554,5,1,0.7030335,33,9
13,1,3,5.17857142857143,1.58423913043478,3,0,17,13,4.98039215686275,2.00980392156863,1,1,0.8032075,17,3
8,1,3,1.82068965517241,1.73097826086957,0,0,12,8,2.13725490196078,1.1980198019802,1,1,0.4903328,12,1
35,1,3,6.64423076923077,1.51724137931034,4,0,23,35,6.37623762376238,1.40196078431373,1,1,0.5231851,23,7
11,6,2,5.2,1.73097826086957,3,0,11,8,5.94059405940594,1.1980198019802,1,1,0.6603899,8,1
