Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
27,4,3,3.23641304347826,6.56551724137931,1,4,29,27,2.23529411764706,6.11881188118812,NaN,1,2.778443,29,1
10,2,1,6.49038461538461,5.19565217391304,4,3,33,10,6.12037037037037,5.85294117647059,NaN,1,6.348335,33,1
19,3,3,4.44230769230769,4.45714285714286,2,2,36,19,4.89814814814815,4.66666666666667,2,1,0.8431118,36,1
31,1,3,5.17857142857143,3.25,3,1,5,31,5.45098039215686,2.90196078431373,1,1,0.8951991,5,1
15,1,3,5.18620689655172,3.26896551724138,3,1,18,15,5.2037037037037,2.88235294117647,2,1,1.284081,18,1
16,1,3,3.25,3.24728260869565,1,1,4,16,3.55882352941176,4.22222222222222,5,1,1.724386,4,1
6,6,3,6.82758620689655,5.19285714285714,4,3,24,6,6.31372549019608,4.83333333333333,8,1,0.525336,24,4
4,1,2,3.25,3.25,1,1,4,31,3.55882352941176,2.90196078431373,8,1,0.4152329,31,1
12,1,2,1.82068965517241,6.62228260869565,0,4,12,25,2.13725490196078,6.24752475247525,9,1,0.3029564,25,4
22,1,2,1,1.51724137931034,0,0,22,35,1.25490196078431,1.40196078431373,NaN,1,13.04786,35,1
14,1,2,4.46206896551724,1.58423913043478,2,0,14,13,4.21782178217822,2.00980392156863,1,1,0.696538,13,1
26,4,1,5.17857142857143,6.58967391304348,3,4,17,26,4.98039215686275,6.41176470588235,8,1,0.3440596,17,4
3,3,2,6.49728260869565,3.24728260869565,4,1,3,16,6.32352941176471,4.22222222222222,2,1,0.2117672,16,1
19,3,1,1.82068965517241,4.45714285714286,0,2,30,19,1.67326732673267,4.66666666666667,1,1,0.5692382,30,1
17,4,2,5.17857142857143,3.26896551724138,3,1,17,15,4.98039215686275,2.88235294117647,1,1,0.5393995,15,1
10,2,3,1.82068965517241,5.19565217391304,0,3,30,10,1.67326732673267,5.85294117647059,1,1,0.6720263,30,1
9,1,1,4.44230769230769,3.25271739130435,2,1,36,9,4.89814814814815,3.54455445544554,3,1,1.159169,36,1
34,3,3,5.2,6.50961538461539,3,4,11,34,5.94059405940594,6.1078431372549,5,1,1.597599,11,1
6,6,1,3.24184782608696,5.19285714285714,1,3,28,6,4.03703703703704,4.83333333333333,1,1,0.9252189,28,1
35,1,1,1.45714285714286,1.51724137931034,0,0,20,35,1.97058823529412,1.40196078431373,NaN,1,0.05486244,20,1
1,1,1,6.64423076923077,5.19310344827586,4,3,23,1,6.37623762376238,5.33333333333333,NaN,1,0.04159846,23,4
27,4,1,6.82758620689655,6.56551724137931,4,4,24,27,6.31372549019608,6.11881188118812,9,1,0.1328417,24,4
1,1,3,1,5.19310344827586,0,3,22,1,1.25490196078431,5.33333333333333,1,1,0.5207554,22,1
16,1,1,5.17857142857143,3.24728260869565,3,1,5,16,5.45098039215686,4.22222222222222,2,1,0.8206432,5,1
20,1,2,1.45714285714286,5.19310344827586,0,3,20,1,1.97058823529412,5.33333333333333,5,1,0.8463988,1,1
30,1,2,1.82068965517241,3.25271739130435,0,1,30,9,1.67326732673267,3.54455445544554,2,1,1.753744,9,1
15,1,1,4.46206896551724,3.26896551724138,2,1,14,15,4.21782178217822,2.88235294117647,2,1,1.141255,14,1
23,4,2,6.64423076923077,4.45,4,2,23,2,6.37623762376238,4.75247524752475,6,1,1.138985,2,1
21,1,1,3.25,1.44285714285714,1,0,4,21,3.55882352941176,1.3921568627451,3,1,0.3557329,4,1
34,3,1,1.82068965517241,6.50961538461539,0,4,12,34,2.13725490196078,6.1078431372549,3,1,1.022998,12,1
29,1,2,3.23641304347826,5.19285714285714,1,3,29,6,2.23529411764706,4.83333333333333,7,1,0.2640237,6,6
25,4,3,3.26206896551724,6.62228260869565,1,4,7,25,4.05882352941176,6.24752475247525,2,1,1.113877,7,1
21,1,3,6.49728260869565,1.44285714285714,4,0,3,21,6.32352941176471,1.3921568627451,1,1,0.1925595,3,3
9,1,3,6.49038461538461,3.25271739130435,4,1,33,9,6.12037037037037,3.54455445544554,6,1,0.5711242,33,1
13,1,3,5.17857142857143,1.58423913043478,3,0,17,13,4.98039215686275,2.00980392156863,NaN,1,0.08093508,17,4
8,1,3,1.82068965517241,1.73097826086957,0,0,12,8,2.13725490196078,1.1980198019802,NaN,1,3.977221,12,1
35,1,3,6.64423076923077,1.51724137931034,4,0,23,35,6.37623762376238,1.40196078431373,NaN,1,3.932397,23,4
11,1,2,5.2,1.73097826086957,3,0,11,8,5.94059405940594,1.1980198019802,1,1,1.284722,8,1
26,4,3,4.46206896551724,6.58967391304348,2,4,14,26,4.21782178217822,6.41176470588235,4,1,0.6554509,14,1
31,1,1,6.49728260869565,3.25,4,1,3,31,6.32352941176471,2.90196078431373,1,1,0.3025637,3,3
25,4,1,5.2,6.62228260869565,3,4,11,25,5.94059405940594,6.24752475247525,5,1,0.1982563,11,1
2,1,3,1.45714285714286,4.45,0,2,20,2,1.97058823529412,4.75247524752475,NaN,1,2.613329,20,1
32,1,3,3.24184782608696,5.1929347826087,1,3,28,32,4.03703703703704,4.88235294117647,3,1,0.630509,28,1
2,1,1,1,4.45,0,2,22,2,1.25490196078431,4.75247524752475,1,1,0.5400423,22,1
24,4,2,6.82758620689655,5.1929347826087,4,3,24,32,6.31372549019608,4.88235294117647,NaN,1,2.975442,32,1
33,1,2,6.49038461538461,4.45714285714286,4,2,33,19,6.12037037037037,4.66666666666667,2,1,1.910493,19,3
8,1,1,3.26206896551724,1.73097826086957,1,0,7,8,4.05882352941176,1.1980198019802,NaN,1,0.03473134,7,1
13,1,1,5.18620689655172,1.58423913043478,3,0,18,13,5.2037037037037,2.00980392156863,2,1,1.003827,18,1
