Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
27,8,3,3.23641304347826,6.56551724137931,1,4,29,27,2.23529411764706,6.11881188118812,5,1,1.020991,29,1
10,7,1,6.49038461538461,5.19565217391304,4,3,33,10,6.12037037037037,5.85294117647059,7,1,0.2730589,33,7
19,4,3,4.44230769230769,4.45714285714286,2,2,36,19,4.89814814814815,4.66666666666667,5,1,0.2060253,36,5
31,1,3,5.17857142857143,3.25,3,1,5,31,5.45098039215686,2.90196078431373,1,1,0.7835671,5,1
15,1,3,5.18620689655172,3.26896551724138,3,1,18,15,5.2037037037037,2.88235294117647,5,1,0.5858726,18,3
16,1,3,3.25,3.24728260869565,1,1,4,16,3.55882352941176,4.22222222222222,1,1,4.125558,4,1
6,5,3,6.82758620689655,5.19285714285714,4,3,24,6,6.31372549019608,4.83333333333333,6,1,0.5080906,24,9
4,1,2,3.25,3.25,1,1,4,31,3.55882352941176,2.90196078431373,1,1,2.662255,31,1
12,1,2,1.82068965517241,6.62228260869565,0,4,12,25,2.13725490196078,6.24752475247525,6,1,0.2130117,25,9
22,1,2,1,1.51724137931034,0,0,22,35,1.25490196078431,1.40196078431373,1,1,0.08633428,35,1
14,1,2,4.46206896551724,1.58423913043478,2,0,14,13,4.21782178217822,2.00980392156863,1,1,3.295541,13,1
26,8,1,5.17857142857143,6.58967391304348,3,4,17,26,4.98039215686275,6.41176470588235,5,1,2.884134,17,3
3,8,2,6.49728260869565,3.24728260869565,4,1,3,16,6.32352941176471,4.22222222222222,1,1,2.732179,16,1
19,4,1,1.82068965517241,4.45714285714286,0,2,30,19,1.67326732673267,4.66666666666667,1,1,0.1395706,30,1
17,3,2,5.17857142857143,3.26896551724138,3,1,17,15,4.98039215686275,2.88235294117647,1,1,0.1007845,15,1
10,7,3,1.82068965517241,5.19565217391304,0,3,30,10,1.67326732673267,5.85294117647059,1,1,1.319749,30,1
9,1,1,4.44230769230769,3.25271739130435,2,1,36,9,4.89814814814815,3.54455445544554,3,1,0.7431191,36,5
34,8,3,5.2,6.50961538461539,3,4,11,34,5.94059405940594,6.1078431372549,7,1,0.6152524,11,9
6,5,1,3.24184782608696,5.19285714285714,1,3,28,6,4.03703703703704,4.83333333333333,1,1,1.985638,28,1
35,1,1,1.45714285714286,1.51724137931034,0,0,20,35,1.97058823529412,1.40196078431373,1,1,0.5959778,20,1
1,5,1,6.64423076923077,5.19310344827586,4,3,23,1,6.37623762376238,5.33333333333333,6,1,1.091474,23,9
27,8,1,6.82758620689655,6.56551724137931,4,4,24,27,6.31372549019608,6.11881188118812,7,1,0.3901327,24,9
1,5,3,1,5.19310344827586,0,3,22,1,1.25490196078431,5.33333333333333,3,1,1.200846,22,1
16,1,1,5.17857142857143,3.24728260869565,3,1,5,16,5.45098039215686,4.22222222222222,1,1,0.1092738,5,1
20,1,2,1.45714285714286,5.19310344827586,0,3,20,1,1.97058823529412,5.33333333333333,4,1,0.2717913,1,5
30,1,2,1.82068965517241,3.25271739130435,0,1,30,9,1.67326732673267,3.54455445544554,1,1,1.019804,9,1
15,1,1,4.46206896551724,3.26896551724138,2,1,14,15,4.21782178217822,2.88235294117647,1,1,3.292457,14,1
23,9,2,6.64423076923077,4.45,4,2,23,2,6.37623762376238,4.75247524752475,2,1,1.012994,2,2
21,1,1,3.25,1.44285714285714,1,0,4,21,3.55882352941176,1.3921568627451,1,1,0.07943062,4,1
34,8,1,1.82068965517241,6.50961538461539,0,4,12,34,2.13725490196078,6.1078431372549,1,1,1.218029,12,1
29,1,2,3.23641304347826,5.19285714285714,1,3,29,6,2.23529411764706,4.83333333333333,3,1,0.465293,6,5
25,9,3,3.26206896551724,6.62228260869565,1,4,7,25,4.05882352941176,6.24752475247525,1,1,0.1820818,7,1
21,1,3,6.49728260869565,1.44285714285714,4,0,3,21,6.32352941176471,1.3921568627451,1,1,0.2033608,3,8
9,1,3,6.49038461538461,3.25271739130435,4,1,33,9,6.12037037037037,3.54455445544554,5,1,4.941735,33,7
13,1,3,5.17857142857143,1.58423913043478,3,0,17,13,4.98039215686275,2.00980392156863,3,1,1.236492,17,3
8,1,3,1.82068965517241,1.73097826086957,0,0,12,8,2.13725490196078,1.1980198019802,1,1,0.168146,12,1
35,1,3,6.64423076923077,1.51724137931034,4,0,23,35,6.37623762376238,1.40196078431373,1,1,2.902979,23,9
11,9,2,5.2,1.73097826086957,3,0,11,8,5.94059405940594,1.1980198019802,1,1,0.7883398,8,1
26,8,3,4.46206896551724,6.58967391304348,2,4,14,26,4.21782178217822,6.41176470588235,1,1,0.2125124,14,1
31,1,1,6.49728260869565,3.25,4,1,3,31,6.32352941176471,2.90196078431373,8,1,1.014659,3,8
25,9,1,5.2,6.62228260869565,3,4,11,25,5.94059405940594,6.24752475247525,8,1,0.2189969,11,9
2,2,3,1.45714285714286,4.45,0,2,20,2,1.97058823529412,4.75247524752475,1,1,0.2127904,20,1
32,3,3,3.24184782608696,5.1929347826087,1,3,28,32,4.03703703703704,4.88235294117647,1,1,2.543951,28,1
