Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
26,5,3,3.23641304347826,6.58967391304348,1,4,29,26,2.23529411764706,6.41176470588235,6,2,1.105277,29,5
24,9,2,6.82758620689655,1.58423913043478,4,0,24,13,6.31372549019608,2.00980392156863,5,2,0.5367257,13,4
16,5,1,5.17857142857143,3.24728260869565,3,1,5,16,5.45098039215686,4.22222222222222,6,2,0.8155242,5,6
21,1,3,1,1.44285714285714,0,0,22,21,1.25490196078431,1.3921568627451,2,2,0.5330025,22,1
35,3,3,1.45714285714286,1.51724137931034,0,0,20,35,1.97058823529412,1.40196078431373,2,2,1.110073,20,3
36,7,2,4.44230769230769,3.26896551724138,2,1,36,15,4.89814814814815,2.88235294117647,5,2,0.6970811,15,5
7,5,2,3.26206896551724,6.56551724137931,1,4,7,27,4.05882352941176,6.11881188118812,7,2,0.5857988,27,9
22,1,2,1,5.19285714285714,0,3,22,6,1.25490196078431,4.83333333333333,7,2,0.3153859,6,8
28,7,2,3.24184782608696,6.58967391304348,1,4,28,26,4.03703703703704,6.41176470588235,8,2,0.6415014,26,5
34,9,3,5.17857142857143,6.50961538461539,3,4,17,34,4.98039215686275,6.1078431372549,8,2,0.4036782,17,7
8,3,1,6.49728260869565,1.73097826086957,4,0,3,8,6.32352941176471,1.1980198019802,9,2,0.1150738,3,8
23,9,2,6.64423076923077,1.51724137931034,4,0,23,35,6.37623762376238,1.40196078431373,3,2,1.075887,35,3
12,4,2,1.82068965517241,3.25271739130435,0,1,12,9,2.13725490196078,3.54455445544554,3,2,1.201613,9,4
13,4,1,3.23641304347826,1.58423913043478,1,0,29,13,2.23529411764706,2.00980392156863,5,2,0.5409381,29,5
3,8,2,6.49728260869565,3.24728260869565,4,1,3,16,6.32352941176471,4.22222222222222,5,2,0.3452999,16,5
33,8,2,6.49038461538461,5.19310344827586,4,3,33,1,6.12037037037037,5.33333333333333,5,2,0.4433889,1,5
15,5,3,1.82068965517241,3.26896551724138,0,1,30,15,1.67326732673267,2.88235294117647,2,2,0.4189958,30,3
31,3,1,5.17857142857143,3.25,3,1,17,31,4.98039215686275,2.90196078431373,7,2,0.8234665,17,7
25,9,1,4.46206896551724,6.62228260869565,2,4,14,25,4.21782178217822,6.24752475247525,6,2,0.4048116,14,5
15,5,1,6.49038461538461,3.26896551724138,4,1,33,15,6.12037037037037,2.88235294117647,8,2,0.3009625,33,8
27,9,1,1.82068965517241,6.56551724137931,0,4,12,27,2.13725490196078,6.11881188118812,2,2,0.2498242,12,4
2,5,3,6.49038461538461,4.45,4,2,33,2,6.12037037037037,4.75247524752475,7,2,0.2126942,33,8
10,7,3,6.82758620689655,5.19565217391304,4,3,24,10,6.31372549019608,5.85294117647059,7,2,0.3167526,24,9
5,6,2,5.17857142857143,5.1929347826087,3,3,5,32,5.45098039215686,4.88235294117647,7,2,1.319363,32,6
6,8,3,6.64423076923077,5.19285714285714,4,3,23,6,6.37623762376238,4.83333333333333,6,2,1.893872,23,9
9,4,3,3.26206896551724,3.25271739130435,1,1,7,9,4.05882352941176,3.54455445544554,3,2,1.645228,7,5
19,4,3,1.82068965517241,4.45714285714286,0,2,12,19,2.13725490196078,4.66666666666667,3,2,1.071427,12,4
34,9,1,5.18620689655172,6.50961538461539,3,4,18,34,5.2037037037037,6.1078431372549,4,2,0.4420437,18,4
2,5,1,4.44230769230769,4.45,2,2,36,2,4.89814814814815,4.75247524752475,7,2,0.2134753,36,7
